交易时间,APPID,商户号,子商户号,设备编号,Uline订单号,第三方订单号,商户订单号,用户标识,交易类型,业务类型,付款银行,货币种类,总金额,企业红包金额,Uline退款单号,商户退款单号,退款金额,企业红包退款金额,退款状态,商品名称,商户数据包,手续费,费率,扩展字段一,扩展字段二,扩展字段三,扩展字段四,扩展字段五,扩展字段六
2018-04-01 14:31:51.791466,wxb68005e5db5d29ce,100006681810,77980861,,4100006681810793782296068624384,4200000078201804019878298718,WX000000072901,odbfdwbEwE1AmuGGpyLtiG4Stu00,weixin.MICROPAY,交易,CFT,CNY,10000,0,,,,,,厦门市第二医院门诊充值,无,0,0,10000,,,,,
2018-04-01 14:53:22.294555,wxb68005e5db5d29ce,100006681810,77980861,,4100006681810793803943709904896,4200000078201804019915183752,WX000000072921,odbfdwTQS1HFWJJF9IzfiZHW5ZfM,weixin.NATIVE,交易,ABC_CREDIT,CNY,20000,14,,,,,,厦门市第二医院门诊微信充值,无,0,0,20000,,,,,
2018-04-01 16:34:46.241588,wxb68005e5db5d29ce,100006681810,77980861,,4100006681810793906018792378368,4200000078201804019915516063,WX000000073015,odbfdwf-VucSj4iZkPRfMqol2hgk,weixin.MICROPAY,交易,ABC_DEBIT,CNY,20000,0,,,,,,厦门市第二医院门诊充值,无,0,0,20000,,,,,
2018-04-01 16:05:47.562731,wxb68005e5db5d29ce,100006681810,77980861,,4100006681810793876846116212736,4200000079201804010014507402,WX000000073000,odbfdwS1Bt_ifFrDirCe2rGAZb6w,weixin.NATIVE,交易,CFT,CNY,20000,0,,,,,,厦门市第二医院门诊微信充值,无,0,0,20000,,,,,
2018-04-01 18:17:23.430797,wxb68005e5db5d29ce,100006681810,77980861,,4100006681810794009315674558464,4200000079201804010033394666,WX000000073066,odbfdwaxO3hIgsRjjSgzgXNCYB5I,weixin.NATIVE,交易,CFT,CNY,10000,0,,,,,,厦门市第二医院门诊微信充值,无,0,0,10000,,,,,
2018-04-01 15:58:28.555609,wxb68005e5db5d29ce,100006681810,77980861,,4100006681810793869480917864448,4200000079201804019471948987,WX000000072993,odbfdwam4fE2Bd3M_eAr7GW4vVgI,weixin.NATIVE,交易,CFT,CNY,5000,0,,,,,,厦门市第二医院门诊微信充值,无,0,0,5000,,,,,
2018-04-01 09:50:37.935478,wxb68005e5db5d29ce,100006681810,77980861,,4100006681810793499196553564160,4200000079201804019629954787,WX000000072684,odbfdwTTTv421Wk1EwVe95F24mjY,weixin.NATIVE,交易,CFT,CNY,3000,0,,,,,,厦门市第二医院门诊微信充值,无,0,0,3000,,,,,
2018-04-01 13:38:17.042074,wxb68005e5db5d29ce,100006681810,77980861,,4100006681810793728361429078016,4200000079201804019798619753,WX000000072865,odbfdwQHQTLbi5lceKLTsI67jNbg,weixin.MICROPAY,交易,PSBC_DEBIT,CNY,500000,0,,,,,,厦门市第二医院住院充值,无,0,0,500000,,,,,
2018-04-01 12:30:10.431440,wxb68005e5db5d29ce,100006681810,77980861,,4100006681810793659797276332032,4200000079201804019822005796,WX000000072836,odbfdwf1FUKObhh7jpFvYLviIUjc,weixin.NATIVE,交易,CFT,CNY,20000,0,,,,,,厦门市第二医院门诊微信充值,无,0,0,20000,,,,,
2018-04-01 14:54:10.901605,wxb68005e5db5d29ce,100006681810,77980861,,4100006681810793804762572263424,4200000079201804019890462287,WX000000072922,odbfdwS44GKTJJu-ovYMT4YPNVjA,weixin.MICROPAY,交易,CFT,CNY,3000,0,,,,,,厦门市第二医院门诊充值,无,0,0,3000,,,,,
2018-04-01 14:40:51.212724,wxb68005e5db5d29ce,100006681810,77980861,,4100006681810793791339457810432,4200000079201804019901060631,WX000000072912,odbfdwY7lTi-TWXTImyuS1ZGOmMg,weixin.NATIVE,交易,CFT,CNY,5000,0,,,,,,厦门市第二医院门诊微信充值,无,0,0,5000,,,,,
2018-04-01 17:21:20.243264,wxb68005e5db5d29ce,100006681810,77980861,,4100006681810793952894367436800,4200000080201804010001428727,WX000000073044,odbfdwQLq4DL2IZtIKYa5MQ-QTvg,weixin.MICROPAY,交易,CCB_DEBIT,CNY,100000,0,,,,,,厦门市第二医院住院充值,无,0,0,100000,,,,,
2018-04-01 17:07:19.944688,wxb68005e5db5d29ce,100006681810,77980861,,4100006681810793938792294780928,4200000080201804010014637050,WX000000073038,odbfdwVCveOCvgG3gWesPEz2pBUo,weixin.NATIVE,交易,CFT,CNY,5000,0,,,,,,厦门市第二医院门诊微信充值,无,0,0,5000,,,,,
2018-04-01 18:50:11.071272,wxb68005e5db5d29ce,100006681810,77980861,,4100006681810794042330820251648,4200000080201804010062691432,WX000000073076,odbfdwYfSRwIsCC92ztgZClN3d7o,weixin.MICROPAY,交易,CFT,CNY,30000,0,,,,,,厦门市第二医院门诊充值,无,0,0,30000,,,,,
2018-04-01 20:20:58.405459,wxb68005e5db5d29ce,100006681810,77980861,,4100006681810794133718110965760,4200000080201804010146873657,WX000000073097,odbfdwacN_MxC8S2pKZgHja03nS8,weixin.NATIVE,交易,ABC_DEBIT,CNY,5000,0,,,,,,厦门市第二医院门诊微信充值,无,0,0,5000,,,,,
2018-04-01 20:28:49.636496,wxb68005e5db5d29ce,100006681810,77980861,,4100006681810794141627863142400,4200000080201804010210610836,WX000000073100,odbfdwen7_4fVE-OA4nJvIM-M808,weixin.MICROPAY,交易,ICBC_DEBIT,CNY,30000,0,,,,,,厦门市第二医院门诊充值,无,0,0,30000,,,,,
2018-04-01 12:37:16.972588,wxb68005e5db5d29ce,100006681810,77980861,,4100006681810793666955745300480,4200000080201804019486072067,WX000000072841,odbfdweVd78xfJDlLAwolphwCvJw,weixin.MICROPAY,交易,CIB_CREDIT,CNY,64200,0,,,,,,厦门市第二医院门诊充值,无,0,0,64200,,,,,
2018-04-01 07:25:50.087462,wxb68005e5db5d29ce,100006681810,77980861,,4100006681810793353441839288320,4200000080201804019559750405,WX000000072443,odbfdwayDQ7FUKFNqXUc4KL8YvZM,weixin.MICROPAY,交易,CFT,CNY,11000,0,,,,,,厦门市第二医院门诊充值,无,0,0,11000,,,,,
2018-04-01 07:55:37.481365,wxb68005e5db5d29ce,100006681810,77980861,,4100006681810793383429333979136,4200000080201804019562393901,WX000000072521,odbfdwcC8jYnd5QE-xYukTaw22ik,weixin.MICROPAY,交易,CITIC_DEBIT,CNY,20000,0,,,,,,厦门市第二医院门诊充值,无,0,0,20000,,,,,
2018-04-01 08:13:23.074700,wxb68005e5db5d29ce,100006681810,77980861,,4100006681810793401307001655296,4200000080201804019613993101,WX000000072549,odbfdwVZipmxcvJMnVqBLTUz98mU,weixin.MICROPAY,交易,ICBC_DEBIT,CNY,8720,0,,,,,,厦门市第二医院门诊充值,无,0,0,8720,,,,,
2018-04-01 09:11:24.641423,wxb68005e5db5d29ce,100006681810,77980861,,4100006681810793459718002708480,4200000080201804019637280713,WX000000072622,odbfdwZzeHzvVXrQiEJQ1CGCTP3g,weixin.MICROPAY,交易,CCB_DEBIT,CNY,10050,0,,,,,,厦门市第二医院门诊充值,无,0,0,10050,,,,,
2018-04-01 08:29:02.868775,wxb68005e5db5d29ce,100006681810,77980861,,4100006681810793417074144841728,4200000080201804019637329028,WX000000072560,odbfdwdBWf0b4hhoYbKe4fJghr-g,weixin.MICROPAY,交易,ABC_DEBIT,CNY,3300,0,,,,,,厦门市第二医院门诊充值,无,0,0,3300,,,,,
2018-04-01 09:52:43.273644,wxb68005e5db5d29ce,100006681810,77980861,,4100006681810793501302547681280,4200000080201804019686687372,WX000000072687,odbfdwcW1XNz5o-u4Wl0DTtRqdrc,weixin.MICROPAY,交易,BOC_DEBIT,CNY,21050,0,,,,,,厦门市第二医院门诊充值,无,0,0,21050,,,,,
2018-04-01 15:29:31.888054,wxb68005e5db5d29ce,100006681810,77980861,,4100006681810793840344229351424,4200000080201804019889341405,WX000000072959,odbfdwVe2chJvNTTSqFrPKPsyaCM,weixin.NATIVE,交易,CFT,CNY,20000,0,,,,,,厦门市第二医院门诊微信充值,无,0,0,20000,,,,,
2018-04-01 14:01:22.937361,wxb68005e5db5d29ce,100006681810,77980861,,4100006681810793751610658000896,4200000080201804019892842887,WX000000072880,odbfdweiCZZqeUHcs8WjewYKACcM,weixin.NATIVE,交易,CFT,CNY,5000,14,,,,,,厦门市第二医院门诊微信充值,无,0,0,5000,,,,,
2018-04-01 16:01:22.158778,wxb68005e5db5d29ce,100006681810,77980861,,4100006681810793872393610334208,4200000080201804019973985184,WX000000072995,odbfdwassLY79b3IX3YxvYepXQxE,weixin.NATIVE,交易,CFT,CNY,5000,0,,,,,,厦门市第二医院门诊微信充值,无,0,0,5000,,,,,
总交易单数,总交易额,总退款额,交易总净额,手续费总额
612,18165850,-2840240,15325610,0
